dateTime,value
4/2/2025 21:45,1.854875
4/2/2025 22:00,1.854666666666667
4/2/2025 22:15,1.854458333333333
4/2/2025 22:30,1.85425
4/2/2025 22:45,1.8540416666666664
4/2/2025 23:00,1.8538333333333328
4/2/2025 23:15,1.853625
4/2/2025 23:30,1.8534166666666667
4/2/2025 23:45,1.8532083333333331
4/3/2025 00:00,1.853
4/3/2025 00:15,1.853
4/3/2025 00:30,1.853
4/3/2025 00:45,1.853
4/3/2025 01:00,1.853
4/3/2025 01:15,1.853
4/3/2025 01:30,1.853
4/3/2025 01:45,1.853
4/3/2025 02:00,1.853
4/3/2025 02:15,1.853
4/3/2025 02:30,1.853
4/3/2025 02:45,1.853
4/3/2025 03:00,1.853
4/3/2025 03:15,1.853
4/3/2025 03:30,1.853
4/3/2025 03:45,1.853
4/3/2025 04:00,1.853
4/3/2025 04:15,1.853
4/3/2025 04:30,1.853
4/3/2025 04:45,1.853
4/3/2025 05:00,1.853
4/3/2025 05:15,1.853
4/3/2025 05:30,1.853
4/3/2025 05:45,1.853
4/3/2025 06:00,1.853
4/3/2025 06:15,1.8521666666666667
4/3/2025 06:30,1.8513333333333333
4/3/2025 06:45,1.8505
4/3/2025 07:00,1.8496666666666663
4/3/2025 07:15,1.848833333333333
4/3/2025 07:30,1.848
4/3/2025 07:45,1.8471666666666664
4/3/2025 08:00,1.8463333333333332
4/3/2025 08:15,1.8455
4/3/2025 08:30,1.844666666666667
4/3/2025 08:45,1.8438333333333328
4/3/2025 09:00,1.843
4/3/2025 09:15,1.8421666666666667
4/3/2025 09:30,1.8413333333333333
4/3/2025 09:45,1.8405
4/3/2025 10:00,1.8396666666666663
4/3/2025 10:15,1.838833333333333
4/3/2025 10:30,1.838
4/3/2025 10:45,1.8371666666666664
4/3/2025 11:00,1.8363333333333332
4/3/2025 11:15,1.8355
4/3/2025 11:30,1.834666666666667
4/3/2025 11:45,1.8338333333333328
4/3/2025 12:00,1.833
4/3/2025 12:15,1.8315416666666664
4/3/2025 12:30,1.8300833333333333
4/3/2025 12:45,1.828625
4/3/2025 13:00,1.8271666666666664
4/3/2025 13:15,1.8257083333333333
4/3/2025 13:30,1.82425
4/3/2025 13:45,1.8227916666666664
4/3/2025 14:00,1.8213333333333328
4/3/2025 14:15,1.819875
4/3/2025 14:30,1.8184166666666663
4/3/2025 14:45,1.8169583333333328
4/3/2025 15:00,1.8155
4/3/2025 15:15,1.8140416666666663
4/3/2025 15:30,1.8125833333333328
4/3/2025 15:45,1.811125
4/3/2025 16:00,1.8096666666666663
4/3/2025 16:15,1.8082083333333328
4/3/2025 16:30,1.80675
4/3/2025 16:45,1.8052916666666663
4/3/2025 17:00,1.8038333333333327
4/3/2025 17:15,1.802375
4/3/2025 17:30,1.8009166666666665
4/3/2025 17:45,1.7994583333333332
4/3/2025 18:00,1.798
4/3/2025 18:15,1.7965416666666667
4/3/2025 18:30,1.7950833333333334
4/3/2025 18:45,1.793625
4/3/2025 19:00,1.792166666666667
4/3/2025 19:15,1.7907083333333331
4/3/2025 19:30,1.78925
4/3/2025 19:45,1.787791666666667
4/3/2025 20:00,1.786333333333333
4/3/2025 20:15,1.784875
4/3/2025 20:30,1.7834166666666669
4/3/2025 20:45,1.7819583333333333
4/3/2025 21:00,1.7805
4/3/2025 21:15,1.7790416666666666
4/3/2025 21:30,1.7775833333333333
4/3/2025 21:45,1.776125
4/3/2025 22:00,1.7746666666666666
4/3/2025 22:15,1.7732083333333333
4/3/2025 22:30,1.77175
4/3/2025 22:45,1.7702916666666666
4/3/2025 23:00,1.7688333333333333
4/3/2025 23:15,1.767375
4/3/2025 23:30,1.7659166666666666
4/3/2025 23:45,1.7644583333333332
4/4/2025 00:00,1.763
4/4/2025 00:15,1.763
4/4/2025 00:30,1.763
4/4/2025 00:45,1.763
4/4/2025 01:00,1.763
4/4/2025 01:15,1.763
4/4/2025 01:30,1.763
4/4/2025 01:45,1.763
4/4/2025 02:00,1.763
4/4/2025 02:15,1.763
4/4/2025 02:30,1.763
4/4/2025 02:45,1.763
4/4/2025 03:00,1.763
4/4/2025 03:15,1.763
4/4/2025 03:30,1.763
4/4/2025 03:45,1.763
4/4/2025 04:00,1.763
4/4/2025 04:15,1.763
4/4/2025 04:30,1.763
4/4/2025 04:45,1.763
4/4/2025 05:00,1.763
4/4/2025 05:15,1.763
4/4/2025 05:30,1.763
4/4/2025 05:45,1.763
4/4/2025 06:00,1.763
4/4/2025 06:15,1.7638333333333331
4/4/2025 06:30,1.7646666666666666
